Master Code,Item Name,Image url
MAT-000706,Bell Switch with Neon - Anchor,Bell Switch with Neon - GM Image
MAT-000707,Bell Switch with Neon - GM,Bell Switch with Neon - Legrand Image
MAT-000708,Bell Switch with Neon - Legrand,Switch 2-Way 6A - Anchor Image
MAT-000709,Switch 2-Way 6A - Anchor,Switch 2-Way 6A - GM Image
MAT-000710,Switch 2-Way 6A - GM,Switch 2-Way 6A - Legrand Image
MAT-000711,Switch 2-Way 6A - Legrand,Changeover Switch 32A DP - Anchor Image
MAT-000712,Changeover Switch 32A DP - Anchor,Changeover Switch 32A DP - GM Image
MAT-000713,Changeover Switch 32A DP - GM,Changeover Switch 32A DP - Legrand Image
MAT-000714,Changeover Switch 32A DP - Legrand,Changeover Switch 32A DP - Havells Image
MAT-000715,Changeover Switch 32A DP - Havells,Changeover Switch 32A DP - Schneider Image
MAT-000716,Changeover Switch 32A DP - Schneider,Main Switch 32A DP - Anchor Image
MAT-000717,Main Switch 32A DP - Anchor,Main Switch 32A DP - GM Image
MAT-000718,Main Switch 32A DP - GM,Main Switch 32A DP - Legrand Image
MAT-000719,Main Switch 32A DP - Legrand,Main Switch 32A DP - Havells Image
MAT-000720,Main Switch 32A DP - Havells,Main Switch 32A DP - Schneider Image
MAT-000721,Main Switch 32A DP - Schneider,Industrial Isolator 100A 4P - Schneider Image
MAT-000722,Industrial Isolator 100A 4P - Schneider,Industrial Isolator 100A 4P - Havells Image
MAT-000723,Industrial Isolator 100A 4P - Havells,Industrial Isolator 100A 4P - Legrand Image
MAT-000724,Industrial Isolator 100A 4P - Legrand,Industrial Isolator 100A 4P - Anchor Image
MAT-000725,Industrial Isolator 100A 4P - Anchor,Motor Starter 10HP DOL - Schneider Image
MAT-000726,Motor Starter 10HP DOL - Schneider,Motor Starter 10HP DOL - Havells Image
MAT-000727,Motor Starter 10HP DOL - Havells,Motor Starter 10HP DOL - Legrand Image
MAT-000728,Motor Starter 10HP DOL - Legrand,Motor Starter 10HP DOL - Anchor Image
MAT-000729,Motor Starter 10HP DOL - Anchor,Limit Switch Roller Lever - Schneider Image
MAT-000730,Limit Switch Roller Lever - Schneider,Limit Switch Roller Lever - Havells Image
MAT-000731,Limit Switch Roller Lever - Havells,Limit Switch Roller Lever - Legrand Image
MAT-000732,Limit Switch Roller Lever - Legrand,Limit Switch Roller Lever - Anchor Image
MAT-000733,Limit Switch Roller Lever - Anchor,Power Contactor 25A 3P - Schneider Image
MAT-000734,Power Contactor 25A 3P - Schneider,Power Contactor 25A 3P - Havells Image
MAT-000735,Power Contactor 25A 3P - Havells,Power Contactor 25A 3P - Legrand Image
MAT-000736,Power Contactor 25A 3P - Legrand,Power Contactor 25A 3P - Anchor Image
MAT-000737,Power Contactor 25A 3P - Anchor,Selector Switch 2-Position - Schneider Image
MAT-000738,Selector Switch 2-Position - Schneider,Selector Switch 2-Position - Havells Image
MAT-000739,Selector Switch 2-Position - Havells,Selector Switch 2-Position - Legrand Image
MAT-000740,Selector Switch 2-Position - Legrand,Selector Switch 2-Position - Anchor Image
MAT-000741,Selector Switch 2-Position - Anchor,Control Transformer 230V/24V 100VA - Schneider Image
MAT-000742,Control Transformer 230V/24V 100VA - Schneider,Control Transformer 230V/24V 100VA - Havells Image
MAT-000743,Control Transformer 230V/24V 100VA - Havells,Control Transformer 230V/24V 100VA - Legrand Image
MAT-000744,Control Transformer 230V/24V 100VA - Legrand,Control Transformer 230V/24V 100VA - Anchor Image
MAT-000745,Control Transformer 230V/24V 100VA - Anchor,FR Wire 1.5 sqmm - Finolex Image
MAT-000746,FR Wire 1.5 sqmm - Finolex,FR Wire 1.5 sqmm - Polycab Image
MAT-000747,FR Wire 1.5 sqmm - Polycab,FR Wire 1.5 sqmm - Havells Image
MAT-000748,FR Wire 1.5 sqmm - Havells,FR Wire 1.5 sqmm - Anchor Image
MAT-000749,FR Wire 1.5 sqmm - Anchor,FR Wire 2.5 sqmm - Finolex Image
MAT-000750,FR Wire 2.5 sqmm - Finolex,FR Wire 2.5 sqmm - Polycab Image
MAT-000751,FR Wire 2.5 sqmm - Polycab,FR Wire 2.5 sqmm - Havells Image
MAT-000752,FR Wire 2.5 sqmm - Havells,FR Wire 2.5 sqmm - Anchor Image
MAT-000753,FR Wire 2.5 sqmm - Anchor,Speaker Wire 2-Core 0.5 sqmm - Finolex Image
MAT-000754,Speaker Wire 2-Core 0.5 sqmm - Finolex,Speaker Wire 2-Core 0.5 sqmm - Polycab Image
MAT-000755,Speaker Wire 2-Core 0.5 sqmm - Polycab,Speaker Wire 2-Core 0.5 sqmm - Anchor Image
MAT-000756,Speaker Wire 2-Core 0.5 sqmm - Anchor,Speaker Wire 2-Core 0.5 sqmm - Havells Image
MAT-000757,Speaker Wire 2-Core 0.5 sqmm - Havells,Speaker Wire 2-Core 0.5 sqmm - Legrand Image
MAT-000758,Speaker Wire 2-Core 0.5 sqmm - Legrand,FR Wire 1.0 sqmm - Finolex Image
MAT-000759,FR Wire 1.0 sqmm - Finolex,FR Wire 1.0 sqmm - Polycab Image
MAT-000760,FR Wire 1.0 sqmm - Polycab,FR Wire 1.0 sqmm - Havells Image
MAT-000761,FR Wire 1.0 sqmm - Havells,FR Wire 1.5 sqmm Red - Finolex Image
MAT-000762,FR Wire 1.5 sqmm Red - Finolex,FR Wire 1.5 sqmm Blue - Polycab Image
MAT-000763,FR Wire 1.5 sqmm Blue - Polycab,FR Wire 1.5 sqmm Yellow - Havells Image
MAT-000764,FR Wire 1.5 sqmm Yellow - Havells,FRLS Wire 2.5 sqmm Green - Finolex Image
MAT-000765,FRLS Wire 2.5 sqmm Green - Finolex,FRLS Wire 2.5 sqmm Black - Polycab Image
MAT-000766,FRLS Wire 2.5 sqmm Black - Polycab,FRLS Wire 2.5 sqmm Grey - Havells Image
MAT-000767,FRLS Wire 2.5 sqmm Grey - Havells,Ceiling Fan 1200mm - Anchor Image
MAT-000768,Ceiling Fan 1200mm - Anchor,Ceiling Fan 1200mm - GM Image
MAT-000769,Ceiling Fan 1200mm - GM,Ceiling Fan 1200mm - Havells Image
MAT-000770,Ceiling Fan 1200mm - Havells,Ceiling Fan 1200mm - Polycab Image
MAT-000771,Ceiling Fan 1200mm - Polycab,Ceiling Fan 1200mm - Legrand Image
MAT-000772,Ceiling Fan 1200mm - Legrand,"Exhaust Fan 9"" - Anchor Image"
MAT-000773,"Exhaust Fan 9"" - Anchor","Exhaust Fan 9"" - GM Image"
MAT-000774,"Exhaust Fan 9"" - GM","Exhaust Fan 9"" - Havells Image"
MAT-000775,"Exhaust Fan 9"" - Havells","Exhaust Fan 9"" - Polycab Image"
MAT-000776,"Exhaust Fan 9"" - Polycab","Exhaust Fan 9"" - Legrand Image"
MAT-000777,"Exhaust Fan 9"" - Legrand","Industrial Fan 18"" Heavy Duty - Havells Image"
MAT-000778,"Industrial Fan 18"" Heavy Duty - Havells","Industrial Fan 18"" Heavy Duty - Polycab Image"
MAT-000779,"Industrial Fan 18"" Heavy Duty - Polycab","Industrial Fan 18"" Heavy Duty - Anchor Image"
MAT-000780,"Industrial Fan 18"" Heavy Duty - Anchor",FRP Chamber Cover - Square - 300x300mm - Medium Duty Image
MAT-000781,FRP Chamber Cover - Square - 300x300mm - Medium Duty,FRP Chamber Cover - Square - 450x450mm - Medium Duty Image
MAT-000782,FRP Chamber Cover - Square - 450x450mm - Medium Duty,FRP Chamber Cover - Square - 600x600mm - Heavy Duty Image
MAT-000783,FRP Chamber Cover - Square - 600x600mm - Heavy Duty,FRP Chamber Cover - Round - 450mm Dia - Medium Duty Image
MAT-000784,FRP Chamber Cover - Round - 450mm Dia - Medium Duty,FRP Chamber Cover - Round - 600mm Dia - Heavy Duty Image
MAT-000785,FRP Chamber Cover - Round - 600mm Dia - Heavy Duty,FRP Chamber Cover - Rectangular - 300x600mm - Medium Duty Image
MAT-000786,FRP Chamber Cover - Rectangular - 300x600mm - Medium Duty,FRP Chamber Cover - Rectangular - 450x900mm - Heavy Duty Image
MAT-000787,FRP Chamber Cover - Rectangular - 450x900mm - Heavy Duty,Sofa Set - 3+1+1 Seater - Fabric Upholstery Image
MAT-000788,Sofa Set - 3+1+1 Seater - Fabric Upholstery,Sofa Set - 3+2 Seater - Leatherette Image
MAT-000789,Sofa Set - 3+2 Seater - Leatherette,Center Table - 3ft x 2ft - Engineered Wood Image
MAT-000790,Center Table - 3ft x 2ft - Engineered Wood,TV Unit - 5ft Wide - Laminate Finish Image
MAT-000791,TV Unit - 5ft Wide - Laminate Finish,Recliner Chair - Single Seater - Leatherette Image
MAT-000792,Recliner Chair - Single Seater - Leatherette,Bed - Queen Size - Hydraulic Storage - MDF Image
MAT-000793,Bed - Queen Size - Hydraulic Storage - MDF,Bed - King Size - Box Storage - Engineered Wood Image
MAT-000794,Bed - King Size - Box Storage - Engineered Wood,Wardrobe - 3 Door - Laminate Finish - 6ft Height Image
MAT-000795,Wardrobe - 3 Door - Laminate Finish - 6ft Height,Wardrobe - Sliding - 2 Door - Mirror Panel Image
MAT-000796,Wardrobe - Sliding - 2 Door - Mirror Panel,"Side Table - 18""x18"" - Engineered Wood Image"
MAT-000797,"Side Table - 18""x18"" - Engineered Wood",Dining Table - 4 Seater - Sheesham Wood Image
MAT-000798,Dining Table - 4 Seater - Sheesham Wood,Dining Table - 6 Seater - Engineered Wood Image
MAT-000799,Dining Table - 6 Seater - Engineered Wood,Dining Chair - Upholstered - Wooden Legs Image
MAT-000800,Dining Chair - Upholstered - Wooden Legs,Crockery Unit - 4ft Wide - Laminate Finish Image
MAT-000801,Crockery Unit - 4ft Wide - Laminate Finish,Breakfast Counter - 3ft x 1.5ft - MDF Image
MAT-000802,Breakfast Counter - 3ft x 1.5ft - MDF,Shoe Rack - 3 Shelf - Laminate Finish Image
MAT-000803,Shoe Rack - 3 Shelf - Laminate Finish,Study Table - 3ft Wide - Engineered Wood Image
MAT-000804,Study Table - 3ft Wide - Engineered Wood,Bookshelf - 5 Tier - Open - MDF Image
MAT-000805,Bookshelf - 5 Tier - Open - MDF,Chest of Drawers - 4 Drawer - Laminate Finish Image
MAT-000806,Chest of Drawers - 4 Drawer - Laminate Finish,Tree Guard - Circular - 4ft Height - MS Welded Image
MAT-000807,Tree Guard - Circular - 4ft Height - MS Welded,Tree Guard - Square - 5ft Height - MS Welded Image
MAT-000808,Tree Guard - Square - 5ft Height - MS Welded,Tree Guard - Circular - 6ft Height - GI Mesh Image
MAT-000809,Tree Guard - Circular - 6ft Height - GI Mesh,Tree Guard - Square - 6ft Height - GI Mesh Image
MAT-000810,Tree Guard - Square - 6ft Height - GI Mesh,Tree Guard - Circular - 5ft Height - Plastic Coated Image
MAT-000811,Tree Guard - Circular - 5ft Height - Plastic Coated,"Plant Pot - Round - 8"" Dia - Plastic Image"
MAT-000812,"Plant Pot - Round - 8"" Dia - Plastic","Plant Pot - Square - 10"" x 10"" - Plastic Image"
MAT-000813,"Plant Pot - Square - 10"" x 10"" - Plastic","Plant Pot - Round - 12"" Dia - Cement Image"
MAT-000814,"Plant Pot - Round - 12"" Dia - Cement","Plant Pot - Rectangular - 18"" x 6"" - Cement Image"
MAT-000815,"Plant Pot - Rectangular - 18"" x 6"" - Cement","Plant Pot - Round - 10"" Dia - Ceramic Image"
MAT-000816,"Plant Pot - Round - 10"" Dia - Ceramic","Plant Pot - Hanging - 8"" Dia - Plastic Image"
MAT-000817,"Plant Pot - Hanging - 8"" Dia - Plastic",Potting Soil - Organic Mix - 5kg Pack Image
MAT-000818,Potting Soil - Organic Mix - 5kg Pack,Cocopeat - Loose - 5kg Block Image
MAT-000819,Cocopeat - Loose - 5kg Block,Garden Net - Green Shade - 3m x 10m Image
MAT-000820,Garden Net - Green Shade - 3m x 10m,Garden Trowel - MS Blade - Wooden Handle Image
MAT-000821,Garden Trowel - MS Blade - Wooden Handle,Pruning Shear - Steel Blade - Plastic Grip Image
MAT-000822,Pruning Shear - Steel Blade - Plastic Grip,Watering Can - Plastic - 5L Image
MAT-000823,Watering Can - Plastic - 5L,GI Chamber Cover - Square - 300x300mm - Medium Duty Image
MAT-000824,GI Chamber Cover - Square - 300x300mm - Medium Duty,GI Chamber Cover - Square - 450x450mm - Medium Duty Image
MAT-000825,GI Chamber Cover - Square - 450x450mm - Medium Duty,GI Chamber Cover - Square - 600x600mm - Heavy Duty Image
MAT-000826,GI Chamber Cover - Square - 600x600mm - Heavy Duty,GI Chamber Cover - Round - 450mm Dia - Medium Duty Image
MAT-000827,GI Chamber Cover - Round - 450mm Dia - Medium Duty,GI Chamber Cover - Round - 600mm Dia - Heavy Duty Image
MAT-000828,GI Chamber Cover - Round - 600mm Dia - Heavy Duty,GI Chamber Cover - Rectangular - 300x600mm - Medium Duty Image
MAT-000829,GI Chamber Cover - Rectangular - 300x600mm - Medium Duty,GI Chamber Cover - Rectangular - 450x900mm - Heavy Duty Image
MAT-000830,GI Chamber Cover - Rectangular - 450x900mm - Heavy Duty,Glass - Clear - Saint-Gobain - 4mm Image
MAT-000831,Glass - Clear - Saint-Gobain - 4mm,Glass - Clear - Saint-Gobain - 6mm Image
MAT-000832,Glass - Clear - Saint-Gobain - 6mm,Glass - Clear - Saint-Gobain - 8mm Image
MAT-000833,Glass - Clear - Saint-Gobain - 8mm,Glass - Frosted - Modiguard - 4mm Image
MAT-000834,Glass - Frosted - Modiguard - 4mm,Glass - Frosted - Modiguard - 6mm Image
MAT-000835,Glass - Frosted - Modiguard - 6mm,Glass - Tinted - Saint-Gobain - Bronze 6mm Image
MAT-000836,Glass - Tinted - Saint-Gobain - Bronze 6mm,Glass - Tinted - Modiguard - Grey 6mm Image
MAT-000837,Glass - Tinted - Modiguard - Grey 6mm,Glass - Toughened - Saint-Gobain - 6mm Image
MAT-000838,Glass - Toughened - Saint-Gobain - 6mm,Glass - Toughened - Saint-Gobain - 8mm Image
MAT-000839,Glass - Toughened - Saint-Gobain - 8mm,Glass - Toughened - Modiguard - 10mm Image
MAT-000840,Glass - Toughened - Modiguard - 10mm,Glass - Mirror - Saint-Gobain - 5mm Image
MAT-000841,Glass - Mirror - Saint-Gobain - 5mm,Glass - Mirror - Modiguard - 5mm Image
MAT-000842,Glass - Mirror - Modiguard - 5mm,Wardrobe Shutter - Mirror - Saint-Gobain - 7'x2' Image
MAT-000843,Wardrobe Shutter - Mirror - Saint-Gobain - 7'x2',Wardrobe Shutter - Mirror - Modiguard - 7'x2.5' Image
MAT-000844,Wardrobe Shutter - Mirror - Modiguard - 7'x2.5',Glass Partition - Toughened - Clear - Saint-Gobain - 10mm Image
MAT-000845,Glass Partition - Toughened - Clear - Saint-Gobain - 10mm,Glass Partition - Toughened - Frosted - Modiguard - 10mm Image
MAT-000846,Glass Partition - Toughened - Frosted - Modiguard - 10mm,Glass Partition - Toughened - Fluted - Modiguard - 10mm Image
MAT-000847,Glass Partition - Toughened - Fluted - Modiguard - 10mm,Glass Partition - Toughened - Bronze Tinted - Saint-Gobain - 10mm Image
MAT-000848,Glass Partition - Toughened - Bronze Tinted - Saint-Gobain - 10mm,Glass Partition - Toughened - Grey Tinted - Modiguard - 10mm Image
MAT-000849,Glass Partition - Toughened - Grey Tinted - Modiguard - 10mm,Glass Panel - Lacquered - White - Saint-Gobain - 6mm Image
MAT-000850,Glass Panel - Lacquered - White - Saint-Gobain - 6mm,Glass Panel - Lacquered - Black - Modiguard - 6mm Image
MAT-000851,Glass Panel - Lacquered - Black - Modiguard - 6mm,Glass Panel - Designer Printed - Kitchen Splash - Modiguard - 6mm Image
MAT-000852,Glass Panel - Designer Printed - Kitchen Splash - Modiguard - 6mm,Glass Panel - Designer Printed - Wardrobe Overlay - Saint-Gobain - 6mm Image
MAT-000853,Glass Panel - Designer Printed - Wardrobe Overlay - Saint-Gobain - 6mm,Granite - Black Galaxy - Polished - Telangana - 18mm - Random Slab Image
MAT-000854,Granite - Black Galaxy - Polished - Telangana - 18mm - Random Slab,Granite - Black Galaxy - Honed - Telangana - 18mm - Cut Size 6'x3' Image
MAT-000855,Granite - Black Galaxy - Honed - Telangana - 18mm - Cut Size 6'x3',Granite - Steel Grey - Polished - Andhra Pradesh - 20mm - Random Slab Image
MAT-000856,Granite - Steel Grey - Polished - Andhra Pradesh - 20mm - Random Slab,Granite - Steel Grey - Honed - Andhra Pradesh - 20mm - Cut Size 5.5'x3' Image
MAT-000857,Granite - Steel Grey - Honed - Andhra Pradesh - 20mm - Cut Size 5.5'x3',Granite - Tan Brown - Polished - Telangana - 18mm - Random Slab Image
MAT-000858,Granite - Tan Brown - Polished - Telangana - 18mm - Random Slab,Granite - Tan Brown - Honed - Telangana - 18mm - Cut Size 6'x4' Image
MAT-000859,Granite - Tan Brown - Honed - Telangana - 18mm - Cut Size 6'x4',Granite - Vizag Blue - Polished - Andhra Pradesh - 20mm - Random Slab Image
MAT-000860,Granite - Vizag Blue - Polished - Andhra Pradesh - 20mm - Random Slab,Granite - Vizag Blue - Honed - Andhra Pradesh - 20mm - Cut Size 6'x3.5' Image
MAT-000861,Granite - Vizag Blue - Honed - Andhra Pradesh - 20mm - Cut Size 6'x3.5',Granite - Kashmir White - Polished - Tamil Nadu - 18mm - Random Slab Image
MAT-000862,Granite - Kashmir White - Polished - Tamil Nadu - 18mm - Random Slab,Granite - Kashmir White - Honed - Tamil Nadu - 18mm - Cut Size 6'x4' Image
MAT-000863,Granite - Kashmir White - Honed - Tamil Nadu - 18mm - Cut Size 6'x4',Granite - Imperial Red - Polished - Rajasthan - 20mm - Random Slab Image
MAT-000864,Granite - Imperial Red - Polished - Rajasthan - 20mm - Random Slab,Granite - Imperial Red - Honed - Rajasthan - 20mm - Cut Size 5.5'x3.5' Image
MAT-000865,Granite - Imperial Red - Honed - Rajasthan - 20mm - Cut Size 5.5'x3.5',Granite - Indian Juparana - Polished - Karnataka - 18mm - Random Slab Image
MAT-000866,Granite - Indian Juparana - Polished - Karnataka - 18mm - Random Slab,Granite - Indian Juparana - Honed - Karnataka - 18mm - Cut Size 6'x3' Image
MAT-000867,Granite - Indian Juparana - Honed - Karnataka - 18mm - Cut Size 6'x3',Granite - Brazilian Blue - Polished - Brazil - 20mm - Random Slab Image
MAT-000868,Granite - Brazilian Blue - Polished - Brazil - 20mm - Random Slab,Granite - Brazilian Blue - Honed - Brazil - 20mm - Cut Size 6.5'x4' Image
MAT-000869,Granite - Brazilian Blue - Honed - Brazil - 20mm - Cut Size 6.5'x4',"Drawer Channel - Telescopic - Hettich - 20"" Image"
MAT-000870,"Drawer Channel - Telescopic - Hettich - 20""","Drawer Channel - Soft Close - Hafele - 18"" Image"
MAT-000871,"Drawer Channel - Soft Close - Hafele - 18""",Drawer Channel - Tandem Box - Hettich - 500mm Image
MAT-000872,Drawer Channel - Tandem Box - Hettich - 500mm,Wardrobe Sliding Kit - 2 Shutter - Ebco - 6ft Track Image
MAT-000873,Wardrobe Sliding Kit - 2 Shutter - Ebco - 6ft Track,Wardrobe Sliding Kit - 3 Shutter - Hafele - 9ft Track Image
MAT-000874,Wardrobe Sliding Kit - 3 Shutter - Hafele - 9ft Track,Lift-Up System - Kitchen Overhead - Hettich - 600mm Image
MAT-000875,Lift-Up System - Kitchen Overhead - Hettich - 600mm,Lift-Up System - Kitchen Overhead - Hafele - 900mm Image
MAT-000876,Lift-Up System - Kitchen Overhead - Hafele - 900mm,Lift-Up System - Kitchen Overhead - Ebco - 600mm Image
MAT-000877,Lift-Up System - Kitchen Overhead - Ebco - 600mm,Loft Lift Kit - Vertical - Ebco - 600mm Image
MAT-000878,Loft Lift Kit - Vertical - Ebco - 600mm,Loft Lift Kit - Horizontal - Hafele - 900mm Image
MAT-000879,Loft Lift Kit - Horizontal - Hafele - 900mm,Loft Lift Kit - Vertical - Hettich - 600mm Image
MAT-000880,Loft Lift Kit - Vertical - Hettich - 600mm,Jointers - Biscuit Joiner - Generic - Size 10 Image
MAT-000881,Jointers - Biscuit Joiner - Generic - Size 10,Jointers - Dowels - Generic - 8mm x 40mm Image
MAT-000882,Jointers - Dowels - Generic - 8mm x 40mm,"Screw - CSK - Generic - 1"" Image"
MAT-000883,"Screw - CSK - Generic - 1""","Screw - CSK - Generic - 2"" Image"
MAT-000884,"Screw - CSK - Generic - 2""","Screw - Pan Head - Generic - 1"" Image"
MAT-000885,"Screw - Pan Head - Generic - 1""",Nut & Bolt - MS - Generic - M6 x 40mm Image
MAT-000886,Nut & Bolt - MS - Generic - M6 x 40mm,Nut & Bolt - SS - Generic - M8 x 50mm Image
MAT-000887,Nut & Bolt - SS - Generic - M8 x 50mm,Anchor Bolt - Sleeve Type - Fischer - 6mm x 50mm Image
MAT-000888,Anchor Bolt - Sleeve Type - Fischer - 6mm x 50mm,Anchor Bolt - Rawl Type - Generic - 8mm x 60mm Image
MAT-000889,Anchor Bolt - Rawl Type - Generic - 8mm x 60mm,Wall Plug - Plastic - Generic - 6mm Image
MAT-000890,Wall Plug - Plastic - Generic - 6mm,Wall Plug - Plastic - Generic - 8mm Image
MAT-000891,Wall Plug - Plastic - Generic - 8mm,Insulation Tape - PVC - Anchor - 18mm x 7m Image
MAT-000892,Insulation Tape - PVC - Anchor - 18mm x 7m,Insulation Tape - PVC - Generic - 18mm x 7m Image
MAT-000893,Insulation Tape - PVC - Generic - 18mm x 7m,"Double Sided Tape - Foam - Generic - 1"" x 5m Image"
MAT-000894,"Double Sided Tape - Foam - Generic - 1"" x 5m","Aluminium Foil Tape - Generic - 2"" x 10m Image"
MAT-000895,"Aluminium Foil Tape - Generic - 2"" x 10m",Sealant - Silicone - Pidilite - 280ml Image
MAT-000896,Sealant - Silicone - Pidilite - 280ml,Sealant - Acrylic - Dr. Fixit - 280ml Image
MAT-000897,Sealant - Acrylic - Dr. Fixit - 280ml,Fevikwik - Instant Adhesive - Pidilite - 20gm Image
MAT-000898,Fevikwik - Instant Adhesive - Pidilite - 20gm,Allen Key Set - Hex - Taparia - 8pc Image
MAT-000899,Allen Key Set - Hex - Taparia - 8pc,Screw Box - Mixed Sizes - Generic - 500pc Image
MAT-000900,Screw Box - Mixed Sizes - Generic - 500pc,"Hinges - SS - Generic - 3"" Image"
MAT-000901,"Hinges - SS - Generic - 3""","Hinges - SS - Generic - 4"" Image"
MAT-000902,"Hinges - SS - Generic - 4""","Tower Bolt - SS - Generic - 6"" Image"
MAT-000903,"Tower Bolt - SS - Generic - 6""",Magnetic Catcher - Round - Generic - White Image
MAT-000904,Magnetic Catcher - Round - Generic - White,Door Stopper - Magnetic - Europa - SS Finish Image
MAT-000905,Door Stopper - Magnetic - Europa - SS Finish,Door Stopper - Rubber - Generic - Floor Mount Image
MAT-000906,Door Stopper - Rubber - Generic - Floor Mount,Cabinet Lock - Push Type - Link - Chrome Finish Image
MAT-000907,Cabinet Lock - Push Type - Link - Chrome Finish,Cabinet Lock - Keyed - Godrej - SS Finish Image
MAT-000908,Cabinet Lock - Keyed - Godrej - SS Finish,"Drawer Knob - Round - Hafele - SS 1"" Image"
MAT-000909,"Drawer Knob - Round - Hafele - SS 1""","Drawer Knob - Square - Generic - Black 1.5"" Image"
MAT-000910,"Drawer Knob - Square - Generic - Black 1.5""","Drawer Handle - Profile - Hettich - 8"" Image"
MAT-000911,"Drawer Handle - Profile - Hettich - 8""","Drawer Handle - D Type - Generic - 6"" Image"
MAT-000912,"Drawer Handle - D Type - Generic - 6""",Hook - Wall Mount - SS - Generic - 2 Pin Image
MAT-000913,Hook - Wall Mount - SS - Generic - 2 Pin,Hook - Wall Mount - SS - Generic - 3 Pin Image
MAT-000914,Hook - Wall Mount - SS - Generic - 3 Pin,Wire Clip - Plastic - Generic - 10mm Image
MAT-000915,Wire Clip - Plastic - Generic - 10mm,Wire Clip - Plastic - Generic - 20mm Image
MAT-000916,Wire Clip - Plastic - Generic - 20mm,Cable Tie - Nylon - Generic - 100mm Image
MAT-000917,Cable Tie - Nylon - Generic - 100mm,Cable Tie - Nylon - Generic - 200mm Image
MAT-000918,Cable Tie - Nylon - Generic - 200mm,Rubber Gasket - Door Seal - Generic - 10m Roll Image
MAT-000919,Rubber Gasket - Door Seal - Generic - 10m Roll,Rubber Gasket - Cabinet Seal - Generic - 5m Roll Image
MAT-000920,Rubber Gasket - Cabinet Seal - Generic - 5m Roll,"Drawer Channel - Telescopic - Ebco - 12"" Image"
MAT-000921,"Drawer Channel - Telescopic - Ebco - 12""","Drawer Channel - Telescopic - Hafele - 18"" Image"
MAT-000922,"Drawer Channel - Telescopic - Hafele - 18""","Drawer Channel - Soft Close - Hettich - 20"" Image"
MAT-000923,"Drawer Channel - Soft Close - Hettich - 20""","Drawer Channel - Ball Bearing - Generic - 16"" Image"
MAT-000924,"Drawer Channel - Ball Bearing - Generic - 16""",Modular Hinge - Clip-On - Ebco - 0 Crank Image
MAT-000925,Modular Hinge - Clip-On - Ebco - 0 Crank,Modular Hinge - Screw-On - Hafele - 9 Crank Image
MAT-000926,Modular Hinge - Screw-On - Hafele - 9 Crank,Modular Hinge - Soft Close - Hettich - 0 Crank Image
MAT-000927,Modular Hinge - Soft Close - Hettich - 0 Crank,Door - Flush - 7ft x 3ft - Commercial Ply Image
MAT-000928,Door - Flush - 7ft x 3ft - Commercial Ply,Window - Aluminium - 4ft x 3ft - Sliding Image
MAT-000929,Window - Aluminium - 4ft x 3ft - Sliding,"Hinges - SS - 4"" - Heavy Duty Image"
MAT-000930,"Hinges - SS - 4"" - Heavy Duty","Tower Bolt - SS - 6"" - Mirror Finish Image"
MAT-000931,"Tower Bolt - SS - 6"" - Mirror Finish","Handle - Door - SS - 8"" - D Type Image"
MAT-000932,"Handle - Door - SS - 8"" - D Type","HDPE Pipe 1.5"" - Astral Image"
MAT-000933,"HDPE Pipe 1.5"" - Astral","HDPE Pipe 2.5"" - Astral Image"
MAT-000934,"HDPE Pipe 2.5"" - Astral","HDPE Pipe 3"" - Astral Image"
MAT-000935,"HDPE Pipe 3"" - Astral","HDPE Pipe 4"" - Astral Image"
MAT-000936,"HDPE Pipe 4"" - Astral","HDPE Pipe 6"" - Astral Image"
MAT-000937,"HDPE Pipe 6"" - Astral","HDPE Pipe 8"" - Astral Image"
MAT-000938,"HDPE Pipe 8"" - Astral","HDPE Pipe 1"" - Astral Image"
MAT-000939,"HDPE Pipe 1"" - Astral","HDPE Pipe 1.25"" - Astral Image"
MAT-000940,"HDPE Pipe 1.25"" - Astral","HDPE Pipe 2"" - Astral Image"
MAT-000941,"HDPE Pipe 2"" - Astral",HDPE Elbow 32mm - Finolex Image
MAT-000942,HDPE Elbow 32mm - Finolex,HDPE Reducer 32 x 25mm - Finolex Image
MAT-000943,HDPE Reducer 32 x 25mm - Finolex,HDPE End Connector 20mm - Finolex Image
MAT-000944,HDPE End Connector 20mm - Finolex,HDPE Tee 25mm - Finolex Image
MAT-000945,HDPE Tee 25mm - Finolex,HDPE Tee 32mm - Finolex Image
MAT-000946,HDPE Tee 32mm - Finolex,HDPE Pipe 20mm - Finolex Image
MAT-000947,HDPE Pipe 20mm - Finolex,HDPE Pipe 25mm - Finolex Image
MAT-000948,HDPE Pipe 25mm - Finolex,HDPE Pipe 32mm - Finolex Image
MAT-000949,HDPE Pipe 32mm - Finolex,HDPE Compression Adapter 20mm - Finolex Image
MAT-000950,HDPE Compression Adapter 20mm - Finolex,HDPE Compression Adapter 25mm - Finolex Image
MAT-000951,HDPE Compression Adapter 25mm - Finolex,HDPE Elbow 20mm - Finolex Image
MAT-000952,HDPE Elbow 20mm - Finolex,HDPE Coupler 20mm - Finolex Image
MAT-000953,HDPE Coupler 20mm - Finolex,HDPE Flange 20mm - Finolex Image
MAT-000954,HDPE Flange 20mm - Finolex,HDPE Elbow 25mm - Finolex Image
MAT-000955,HDPE Elbow 25mm - Finolex,HDPE Coupler 25mm - Finolex Image
